timestamp_utc,workflow_id,category,elapsed_us
2026-04-02T01:29:04Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_end,75.141
2026-04-02T01:29:04Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_end,150.04
2026-04-02T01:29:04Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,chain_start,570.044
2026-04-02T01:29:26Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,intercept_task,58.003
2026-04-02T01:29:26Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,lifecycle_emit,122.331
2026-04-02T01:29:26Z,ff624cdb-7b3f-41f4-b9b9-eb0a99548488,flush,361.701
2026-04-02T01:24:02Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,58.695
2026-04-02T01:24:25Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,46.816
2026-04-02T01:24:25Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,141.334
2026-04-02T01:24:55Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,48.089
2026-04-02T01:24:55Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,120.725
2026-04-02T01:25:07Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,llm_intercept,97.962
2026-04-02T01:25:07Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_end,310.069
2026-04-02T01:25:08Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,685.585
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,llm_intercept,45.196
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_end,340.486
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,458.507
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,34.025
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,24.182
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,11.785
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,21.69
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,23.064
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,25.198
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,12.923
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,28.86
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,57.277
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,19.958
2026-04-02T01:25:15Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_start,19.538
2026-04-02T01:25:25Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,25.68
2026-04-02T01:25:25Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,65.666
2026-04-02T01:25:55Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,37.22
2026-04-02T01:25:55Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,97.34
2026-04-02T01:26:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,24.462
2026-04-02T01:26:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,65.377
2026-04-02T01:26:41Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,82.63
2026-04-02T01:26:42Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,87.798
2026-04-02T01:26:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,22.01
2026-04-02T01:26:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,77.423
2026-04-02T01:26:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,58.886
2026-04-02T01:27:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,29.463
2026-04-02T01:27:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,79.923
2026-04-02T01:27:29Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,66.303
2026-04-02T01:27:32Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,53.613
2026-04-02T01:27:50Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,43.908
2026-04-02T01:27:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,31.698
2026-04-02T01:27:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,89.902
2026-04-02T01:28:03Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,57.038
2026-04-02T01:28:03Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,53.929
2026-04-02T01:28:08Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,67.118
2026-04-02T01:28:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,31.382
2026-04-02T01:28:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,89.825
2026-04-02T01:28:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,73.427
2026-04-02T01:28:51Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,tool_end,70.812
2026-04-02T01:28:51Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_end,194.277
2026-04-02T01:28:51Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,173.27
2026-04-02T01:28:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,37.169
2026-04-02T01:28:56Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,92.642
2026-04-02T01:29:01Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,llm_intercept,99.73
2026-04-02T01:29:01Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,213.242
2026-04-02T01:29:01Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_end,71.077
2026-04-02T01:29:01Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_end,138.448
2026-04-02T01:29:01Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,chain_start,554.074
2026-04-02T01:29:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,54.218
2026-04-02T01:29:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,action_emit,159.094
2026-04-02T01:29:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,intercept_task,54.661
2026-04-02T01:29:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,lifecycle_emit,107.478
2026-04-02T01:29:26Z,8dfff2ed-edfa-44e5-9b52-be39138c1b10,flush,393.712
2026-04-02T01:30:36Z,e9a078b3-a9f7-4b3d-87a4-73fc78f73f72,flush,468.545
